trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,True,"{'a': 0, 'e': 0}",30,0,41.34661640714867,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
552,True,"{'a': 0, 'e': 0}",20,0,26.068737713144433,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
553,True,"{'a': 0, 'e': 0}",20,8,21.90817823369964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,True,"{'a': 0, 'e': 0}",25,0,35.190841622922655,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
555,True,"{'a': 0, 'e': 0}",20,10,20.91443999666053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,True,"{'a': 0, 'e': 0}",20,15,8.589046012249264,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,True,"{'a': 0, 'e': 0}",20,13,12.35038675355709,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,True,"{'a': 0, 'e': 0}",20,3,-12.368327892457163,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
559,True,"{'a': 0, 'e': 0}",25,11,26.191137984600758,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,True,"{'a': 0, 'e': 0}",20,0,29.20963284118136,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
561,True,"{'a': 0, 'e': 0}",30,21,17.34315685947859,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,True,"{'a': 0, 'e': 0}",30,0,8.43392964708665,"{0: 27, 1: 2, 2: 0, 3: 1, 4: 0}",1
563,True,"{'a': 0, 'e': 0}",30,22,14.481276954299725,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,True,"{'a': 0, 'e': 0}",35,0,-36.64416639783281,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 2}",1
565,True,"{'a': 0, 'e': 0}",20,10,18.08111143560714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,True,"{'a': 0, 'e': 0}",20,0,24.661627331620217,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
567,True,"{'a': 0, 'e': 0}",20,0,14.117296691268518,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
568,True,"{'a': 0, 'e': 0}",20,0,30.25117957966566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
569,True,"{'a': 0, 'e': 0}",20,0,26.893338625937616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,True,"{'a': 0, 'e': 0}",20,3,29.214912326491742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,True,"{'a': 0, 'e': 0}",25,4,4.14374256984919,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
572,True,"{'a': 0, 'e': 0}",20,0,28.563451605290172,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
573,True,"{'a': 0, 'e': 0}",25,11,21.028135135031054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,True,"{'a': 0, 'e': 0}",20,0,26.75393001209671,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
575,True,"{'a': 0, 'e': 0}",25,0,36.35767736997411,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
576,True,"{'a': 0, 'e': 0}",20,4,30.022386372125826,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,True,"{'a': 0, 'e': 0}",20,0,35.16402122985622,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
578,True,"{'a': 0, 'e': 0}",25,7,25.104326117062016,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,True,"{'a': 0, 'e': 0}",25,9,28.983435114128902,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,True,"{'a': 0, 'e': 0}",25,0,28.545335045730464,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
581,True,"{'a': 0, 'e': 0}",25,0,35.31634728313503,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
582,True,"{'a': 0, 'e': 0}",35,4,28.586409060564495,"{0: 30, 1: 0, 2: 0, 3: 1, 4: 0}",1
583,True,"{'a': 0, 'e': 0}",25,2,33.9716481213348,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,True,"{'a': 0, 'e': 0}",30,8,15.902911986605108,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
585,True,"{'a': 0, 'e': 0}",25,20,9.219672211985372,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,True,"{'a': 0, 'e': 0}",25,0,38.55887021016473,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
587,True,"{'a': 0, 'e': 0}",20,11,16.649513343402063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,True,"{'a': 0, 'e': 0}",25,17,12.259338677490472,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,True,"{'a': 0, 'e': 0}",25,14,20.948517079423155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,True,"{'a': 0, 'e': 0}",20,7,20.034336557057138,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,True,"{'a': 0, 'e': 0}",25,0,40.83506007695313,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
592,True,"{'a': 0, 'e': 0}",25,0,35.359004813923676,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
593,True,"{'a': 0, 'e': 0}",30,11,23.227400917646715,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,True,"{'a': 0, 'e': 0}",35,11,38.46977348561691,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,True,"{'a': 0, 'e': 0}",30,0,16.65818476836731,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
596,True,"{'a': 0, 'e': 0}",20,4,16.042397092645544,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,True,"{'a': 0, 'e': 0}",25,16,15.882504247899718,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,True,"{'a': 0, 'e': 0}",35,0,32.05572446536666,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
599,True,"{'a': 0, 'e': 0}",20,16,6.233998293307829,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,True,"{'a': 0, 'e': 0}",25,0,27.49947296961894,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
601,True,"{'a': 0, 'e': 0}",20,14,10.207640898999696,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,True,"{'a': 0, 'e': 0}",25,1,34.84329395809009,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,True,"{'a': 0, 'e': 0}",20,0,21.218191701334547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
604,True,"{'a': 0, 'e': 0}",25,0,36.93712838270718,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
605,True,"{'a': 0, 'e': 0}",25,0,34.400789521286335,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
606,True,"{'a': 0, 'e': 0}",25,0,37.481281336092835,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
607,True,"{'a': 0, 'e': 0}",20,0,32.98758360506296,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
608,True,"{'a': 0, 'e': 0}",35,24,-22.517981973067236,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
609,True,"{'a': 0, 'e': 0}",25,5,25.322051524204536,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,True,"{'a': 0, 'e': 0}",20,0,26.030166725375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
611,True,"{'a': 0, 'e': 0}",20,0,23.915335349843343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
612,True,"{'a': 0, 'e': 0}",20,2,29.555639446579693,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,True,"{'a': 0, 'e': 0}",30,12,28.466435243406224,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,True,"{'a': 0, 'e': 0}",20,3,25.8796506035453,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,True,"{'a': 0, 'e': 0}",20,0,23.413487248809556,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
616,True,"{'a': 0, 'e': 0}",25,0,15.102312290340388,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
617,True,"{'a': 0, 'e': 0}",20,14,12.762377888828086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,True,"{'a': 0, 'e': 0}",20,0,26.154777923321614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
619,True,"{'a': 0, 'e': 0}",35,26,15.908529929201631,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,True,"{'a': 0, 'e': 0}",25,0,31.07557470175327,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
621,True,"{'a': 0, 'e': 0}",30,20,18.587880618153218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,True,"{'a': 0, 'e': 0}",20,5,25.944109725699818,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,True,"{'a': 0, 'e': 0}",20,0,23.526646149878616,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
624,True,"{'a': 0, 'e': 0}",20,3,28.380140283695557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,True,"{'a': 0, 'e': 0}",25,18,15.235907162901169,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,True,"{'a': 0, 'e': 0}",20,11,17.067297630645424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,True,"{'a': 0, 'e': 0}",20,0,29.228491448086302,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
628,True,"{'a': 0, 'e': 0}",20,9,18.804669845728377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,True,"{'a': 0, 'e': 0}",20,7,23.197385798510204,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,True,"{'a': 0, 'e': 0}",25,19,9.82195196125559,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,True,"{'a': 0, 'e': 0}",25,19,8.498975792035148,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,True,"{'a': 0, 'e': 0}",20,0,23.439982006962865,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
633,True,"{'a': 0, 'e': 0}",20,0,-23.77813346651619,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
634,True,"{'a': 0, 'e': 0}",20,0,32.17640954923161,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
635,True,"{'a': 0, 'e': 0}",20,3,28.38141741519951,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,True,"{'a': 0, 'e': 0}",25,9,26.341391710619988,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,True,"{'a': 0, 'e': 0}",25,0,25.255577510404997,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
638,True,"{'a': 0, 'e': 0}",30,11,33.92271232002976,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,True,"{'a': 0, 'e': 0}",20,0,22.33060609923456,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
640,True,"{'a': 0, 'e': 0}",30,11,29.97068452546828,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,True,"{'a': 0, 'e': 0}",30,18,20.091868156799826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,True,"{'a': 0, 'e': 0}",20,13,10.284653560189467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,True,"{'a': 0, 'e': 0}",30,20,17.117453887150155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,True,"{'a': 0, 'e': 0}",20,0,30.914842315951436,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
645,True,"{'a': 0, 'e': 0}",20,0,31.45378580244391,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
646,True,"{'a': 0, 'e': 0}",20,6,20.66417088674283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,True,"{'a': 0, 'e': 0}",20,5,26.429391164080435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,True,"{'a': 0, 'e': 0}",20,14,11.043310714746237,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,True,"{'a': 0, 'e': 0}",30,16,2.495437091362209,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
650,True,"{'a': 0, 'e': 0}",20,0,26.001248389751282,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
651,True,"{'a': 0, 'e': 0}",20,7,17.35334290480942,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,True,"{'a': 0, 'e': 0}",20,0,31.77667586641881,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
653,True,"{'a': 0, 'e': 0}",20,6,21.125509252247628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,True,"{'a': 0, 'e': 0}",20,0,30.607761227257882,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
655,True,"{'a': 0, 'e': 0}",35,0,9.994729053532762,"{0: 33, 1: 0, 2: 0, 3: 2, 4: 0}",0
656,True,"{'a': 0, 'e': 0}",20,10,18.331124795221474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,True,"{'a': 0, 'e': 0}",20,0,27.358297830830963,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
658,True,"{'a': 0, 'e': 0}",30,0,36.76359606866698,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
659,True,"{'a': 0, 'e': 0}",20,0,8.93884602136133,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
660,True,"{'a': 0, 'e': 0}",20,0,30.006336531941162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,True,"{'a': 0, 'e': 0}",20,15,8.418099661401381,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,True,"{'a': 0, 'e': 0}",20,11,20.343005943641742,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,True,"{'a': 0, 'e': 0}",25,0,34.30910487110012,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
664,True,"{'a': 0, 'e': 0}",20,12,12.633824342282216,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,True,"{'a': 0, 'e': 0}",25,8,31.311035944710138,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,True,"{'a': 0, 'e': 0}",25,3,29.54518111932811,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,True,"{'a': 0, 'e': 0}",25,0,37.163193902967066,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
668,True,"{'a': 0, 'e': 0}",20,6,20.586345305417566,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,True,"{'a': 0, 'e': 0}",25,0,36.87721652550513,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
670,True,"{'a': 0, 'e': 0}",20,1,26.828799237259222,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,True,"{'a': 0, 'e': 0}",25,15,16.661035615594752,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,True,"{'a': 0, 'e': 0}",25,0,39.35389060330821,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
673,True,"{'a': 0, 'e': 0}",35,12,39.68679118804777,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,True,"{'a': 0, 'e': 0}",20,12,13.122055376465859,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,True,"{'a': 0, 'e': 0}",20,0,27.502422728146694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
676,True,"{'a': 0, 'e': 0}",30,17,20.982860255111646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,True,"{'a': 0, 'e': 0}",30,15,32.299408708333594,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,True,"{'a': 0, 'e': 0}",25,18,15.910412368655741,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,True,"{'a': 0, 'e': 0}",20,0,30.707429802759332,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
680,True,"{'a': 0, 'e': 0}",20,8,21.536438013602304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,True,"{'a': 0, 'e': 0}",20,6,22.461507814705115,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,True,"{'a': 0, 'e': 0}",35,23,21.622178080001756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,True,"{'a': 0, 'e': 0}",30,24,8.94624348108436,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,True,"{'a': 0, 'e': 0}",20,0,29.917293233504918,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
685,True,"{'a': 0, 'e': 0}",25,3,29.727842487227402,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,True,"{'a': 0, 'e': 0}",25,11,0.44648599041244497,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
687,True,"{'a': 0, 'e': 0}",30,12,-16.179820729584012,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
688,True,"{'a': 0, 'e': 0}",20,6,26.83779904202963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,True,"{'a': 0, 'e': 0}",20,0,22.870655295869962,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
690,True,"{'a': 0, 'e': 0}",20,6,13.652667857684095,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
691,True,"{'a': 0, 'e': 0}",20,0,-11.498572489695462,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
692,True,"{'a': 0, 'e': 0}",20,12,10.258752441836236,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,True,"{'a': 0, 'e': 0}",30,18,20.904931209488574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,True,"{'a': 0, 'e': 0}",25,0,37.997788127189416,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
695,True,"{'a': 0, 'e': 0}",25,6,25.216684134882613,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
696,True,"{'a': 0, 'e': 0}",20,0,-10.462879306094077,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
697,True,"{'a': 0, 'e': 0}",25,3,37.934743541274514,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,True,"{'a': 0, 'e': 0}",20,12,12.493104299668408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,True,"{'a': 0, 'e': 0}",20,10,18.94436463677422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,True,"{'a': 0, 'e': 0}",20,0,26.64818152994956,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
701,True,"{'a': 0, 'e': 0}",25,15,-4.7087176330662945,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
702,True,"{'a': 0, 'e': 0}",30,11,-10.42352306719097,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
703,True,"{'a': 0, 'e': 0}",20,0,30.338905836854803,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
704,True,"{'a': 0, 'e': 0}",25,6,30.841477180489616,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,True,"{'a': 0, 'e': 0}",25,11,19.374540356766563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,True,"{'a': 0, 'e': 0}",30,3,38.79139030204319,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,True,"{'a': 0, 'e': 0}",20,0,30.46569951249806,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,True,"{'a': 0, 'e': 0}",25,13,17.265408382672152,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,True,"{'a': 0, 'e': 0}",25,0,31.04549547950384,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,True,"{'a': 0, 'e': 0}",20,9,-21.870364342469767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
711,True,"{'a': 0, 'e': 0}",20,3,-16.85625714626937,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
712,True,"{'a': 0, 'e': 0}",25,1,36.548094254234265,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,True,"{'a': 0, 'e': 0}",20,3,26.304065939811593,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,True,"{'a': 0, 'e': 0}",25,9,22.711399337538015,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,True,"{'a': 0, 'e': 0}",35,19,1.9811271331438498,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
716,True,"{'a': 0, 'e': 0}",25,0,31.96750759079314,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
717,True,"{'a': 0, 'e': 0}",25,3,20.162784878645528,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
718,True,"{'a': 0, 'e': 0}",30,18,21.47397656093268,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,True,"{'a': 0, 'e': 0}",25,0,34.23180362121798,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
720,True,"{'a': 0, 'e': 0}",20,0,17.46184471473354,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
721,True,"{'a': 0, 'e': 0}",25,14,20.39061302981303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,True,"{'a': 0, 'e': 0}",20,16,5.113119157799142,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,True,"{'a': 0, 'e': 0}",30,8,33.09236998350116,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,True,"{'a': 0, 'e': 0}",30,15,27.546310554664842,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,True,"{'a': 0, 'e': 0}",20,0,25.002567937019904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
726,True,"{'a': 0, 'e': 0}",20,0,25.268653582912087,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
727,True,"{'a': 0, 'e': 0}",30,8,-3.399282374165928,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
728,True,"{'a': 0, 'e': 0}",20,15,7.599891498643623,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,True,"{'a': 0, 'e': 0}",20,8,-17.63444068879686,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
730,True,"{'a': 0, 'e': 0}",30,0,3.5318126197278117,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
731,True,"{'a': 0, 'e': 0}",35,0,49.858219091542274,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
732,True,"{'a': 0, 'e': 0}",25,0,37.40662525381002,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
733,True,"{'a': 0, 'e': 0}",20,0,28.36091482203573,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
734,True,"{'a': 0, 'e': 0}",20,13,13.525382786629283,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,True,"{'a': 0, 'e': 0}",35,0,4.1800141336693795,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
736,True,"{'a': 0, 'e': 0}",30,0,36.985910251886345,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
737,True,"{'a': 0, 'e': 0}",25,0,35.438844912583995,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
738,True,"{'a': 0, 'e': 0}",30,0,40.10835365420431,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
739,True,"{'a': 0, 'e': 0}",25,11,21.9907683478384,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,True,"{'a': 0, 'e': 0}",20,0,26.07911502199012,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
741,True,"{'a': 0, 'e': 0}",30,0,47.050719901559596,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
742,True,"{'a': 0, 'e': 0}",25,15,12.214233452092214,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,True,"{'a': 0, 'e': 0}",20,14,9.756504820070582,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,True,"{'a': 0, 'e': 0}",25,0,39.47587607534974,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
745,True,"{'a': 0, 'e': 0}",35,6,50.29328237236097,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,True,"{'a': 0, 'e': 0}",20,0,29.310401857705425,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,True,"{'a': 0, 'e': 0}",20,9,20.657844940349804,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,True,"{'a': 0, 'e': 0}",20,2,27.844182038975664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,True,"{'a': 0, 'e': 0}",30,18,21.749137370866624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,True,"{'a': 0, 'e': 0}",30,19,-5.190482701769552,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
751,True,"{'a': 0, 'e': 0}",20,11,16.45770777695089,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,True,"{'a': 0, 'e': 0}",30,19,22.14025592293433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,True,"{'a': 0, 'e': 0}",25,0,-2.8818105482786645,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
754,True,"{'a': 0, 'e': 0}",25,4,35.70222972468285,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,True,"{'a': 0, 'e': 0}",35,7,48.778521842846374,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,True,"{'a': 0, 'e': 0}",30,0,40.737184272513055,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
757,True,"{'a': 0, 'e': 0}",25,10,24.154074230481708,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,True,"{'a': 0, 'e': 0}",25,12,19.097497188082404,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,True,"{'a': 0, 'e': 0}",35,0,36.01784414125176,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
760,True,"{'a': 0, 'e': 0}",30,12,28.309520350368288,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,True,"{'a': 0, 'e': 0}",30,13,28.076006383631928,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
